184,D,0,0,40,0.0,0.128661730632086,0.10667011837463476,6.4002071024780856,4432,177280
185,B,0,40,40,0.0,0.12737511332576515,0.1081034171908884,6.486205031453304,4432,177280
186,C,40,0,0,1.0,0.1361013621925075,0.10968904968564619,6.5813429811387714,4432,177280
187,A,0,0,40,0.0,0.13474034857058242,0.11125882585545638,6.6755295513273829,4432,177280
188,E,0,40,40,0.0,0.1333929450848766,0.11281290426356848,6.7687742558141091,4432,177280
189,.,0,0,40,0.0,0.13205901563402783,0.11435144188759946,6.8610865132559677,4468,178720
190,.,0,0,40,0.0,0.13073842547768755,0.11587459413539017,6.9524756481234098,4508,180320
191,.,0,0,40,0.0,0.12943104122291066,0.11738251486070292,7.0429508916421755,4548,181920
192,.,0,0,40,0.0,0.12813673081068155,0.11887535637876256,7.1325213827257539,4588,183520
193,G,0,0,40,0.0,0.12685536350257473,0.12035326948164159,7.2211961688984951,4628,185120
194,H,40,0,0,1.0,0.13558680986754898,0.12181640345349184,7.3089842072095106,4628,185120
195,I,40,0,0,1.0,0.1442309417688735,0.1232649060856236,7.3958943651374156,4628,185120
196,J,40,0,0,1.0,0.15278863235118476,0.12469892369143401,7.4819354214860407,4628,185120
197,K,40,0,0,1.0,0.1612607460276729,0.12611860112118636,7.567116067271181,4628,185120
198,L,40,0,0,1.0,0.1696481385673962,0.12752408177664115,7.6514449065984698,4628,185120
199,.,0,0,40,0.0,0.16795165718172222,0.12891550762554141,7.7349304575324842,4663,186520
200,.,0,0,40,0.0,0.166272140609905,0.13029301921595265,7.8175811529571586,4703,188120
201,.,0,0,40,0.0,0.16460941920380595,0.13165675569045981,7.8994053414275882,4743,189720
202,.,0,0,40,0.0,0.16296332501176788,0.13300685480022187,7.980411288013312,4783,191320
203,Y,0,0,40,0.0,0.16133369176165022,0.13434345291888633,8.06060717513318,4823,192920
204,C,0,0,40,0.0,0.1597203548440337,0.13550001838969747,8.1300011033818489,4863,194520
205,B,0,0,40,0.0,0.15812315129559337,0.13647835153913379,8.1887010923480279,4903,196120
206,E,0,40,40,0.0,0.15654191978263743,0.13728023469040912,8.2368140814245479,4943,197720
207,A,0,0,40,0.0,0.15497650058481105,0.1380740990101717,8.2844459406103024,4975,199000
